=== Argument Setting ===
src: community
tgt: news
seed: 42
train_seed: 42
model_type: bert
max_seq_length: 128
batch_size: 16
pre_epochs: 3
num_epochs: 3
AD weight: 1.0
KD weight: 1.0
temperature: 20
=== Processing datasets ===
Epoch [01/03] Step [087/100]: acc=0.5000 g_loss=0.6896 d_loss=0.6936 kd_loss=0.0089
Epoch [01/03] Step [088/100]: acc=0.5000 g_loss=0.6903 d_loss=0.6928 kd_loss=0.0004
Epoch [01/03] Step [089/100]: acc=0.5000 g_loss=0.6902 d_loss=0.6934 kd_loss=0.0010
Epoch [01/03] Step [090/100]: acc=0.5000 g_loss=0.6905 d_loss=0.6932 kd_loss=0.0010
Epoch [01/03] Step [091/100]: acc=0.5000 g_loss=0.6912 d_loss=0.6927 kd_loss=0.0011
Epoch [01/03] Step [092/100]: acc=0.5000 g_loss=0.6908 d_loss=0.6931 kd_loss=0.0012
Epoch [01/03] Step [093/100]: acc=0.5000 g_loss=0.6904 d_loss=0.6931 kd_loss=0.0047
Epoch [01/03] Step [094/100]: acc=0.5000 g_loss=0.6917 d_loss=0.6925 kd_loss=0.0002
Epoch [01/03] Step [095/100]: acc=0.5000 g_loss=0.6902 d_loss=0.6933 kd_loss=0.0011
Epoch [01/03] Step [096/100]: acc=0.5000 g_loss=0.6900 d_loss=0.6935 kd_loss=0.0044
Epoch [01/03] Step [097/100]: acc=0.5000 g_loss=0.6899 d_loss=0.6938 kd_loss=0.0007
Epoch [01/03] Step [098/100]: acc=0.5000 g_loss=0.6900 d_loss=0.6935 kd_loss=0.0006
Epoch [01/03] Step [099/100]: acc=0.5000 g_loss=0.6902 d_loss=0.6935 kd_loss=0.0009
Epoch [01/03] Step [100/100]: acc=0.5000 g_loss=0.6899 d_loss=0.6933 kd_loss=0.0008
Avg Loss = 0.6736, Avg Accuracy = 0.6040
Epoch [02/03] Step [001/100]: acc=0.5000 g_loss=0.6886 d_loss=0.6932 kd_loss=0.0004
Epoch [02/03] Step [002/100]: acc=0.5000 g_loss=0.6887 d_loss=0.6931 kd_loss=0.0004
Epoch [02/03] Step [003/100]: acc=0.5000 g_loss=0.6884 d_loss=0.6932 kd_loss=0.0004
Epoch [02/03] Step [004/100]: acc=0.5000 g_loss=0.6884 d_loss=0.6930 kd_loss=0.0004
Epoch [02/03] Step [005/100]: acc=0.5000 g_loss=0.6882 d_loss=0.6935 kd_loss=0.0004
Epoch [02/03] Step [006/100]: acc=0.5000 g_loss=0.6884 d_loss=0.6935 kd_loss=0.0003
Epoch [02/03] Step [007/100]: acc=0.5000 g_loss=0.6890 d_loss=0.6932 kd_loss=0.0003
Epoch [02/03] Step [008/100]: acc=0.5000 g_loss=0.6896 d_loss=0.6930 kd_loss=0.0004
Epoch [02/03] Step [009/100]: acc=0.5000 g_loss=0.6898 d_loss=0.6932 kd_loss=0.0020
Epoch [02/03] Step [010/100]: acc=0.5000 g_loss=0.6900 d_loss=0.6933 kd_loss=0.0005
Epoch [02/03] Step [011/100]: acc=0.5000 g_loss=0.6906 d_loss=0.6930 kd_loss=0.0004
Epoch [02/03] Step [012/100]: acc=0.5000 g_loss=0.6909 d_loss=0.6932 kd_loss=0.0004
Epoch [02/03] Step [013/100]: acc=0.5000 g_loss=0.6916 d_loss=0.6933 kd_loss=0.0011
Epoch [02/03] Step [014/100]: acc=0.5000 g_loss=0.6915 d_loss=0.6934 kd_loss=0.0061
Epoch [02/03] Step [015/100]: acc=0.5000 g_loss=0.6919 d_loss=0.6931 kd_loss=0.0008
Epoch [02/03] Step [016/100]: acc=0.5000 g_loss=0.6919 d_loss=0.6932 kd_loss=0.0006
Epoch [02/03] Step [017/100]: acc=0.5000 g_loss=0.6924 d_loss=0.6931 kd_loss=0.0002
Epoch [02/03] Step [018/100]: acc=0.5000 g_loss=0.6926 d_loss=0.6929 kd_loss=0.0003
Epoch [02/03] Step [019/100]: acc=0.5000 g_loss=0.6922 d_loss=0.6935 kd_loss=0.0046
Epoch [02/03] Step [020/100]: acc=0.5000 g_loss=0.6922 d_loss=0.6930 kd_loss=0.0006
Epoch [02/03] Step [021/100]: acc=0.5000 g_loss=0.6921 d_loss=0.6932 kd_loss=0.0004
Epoch [02/03] Step [022/100]: acc=0.5000 g_loss=0.6931 d_loss=0.6930 kd_loss=0.0004
Epoch [02/03] Step [023/100]: acc=0.5000 g_loss=0.6928 d_loss=0.6933 kd_loss=0.0007
Epoch [02/03] Step [024/100]: acc=0.5000 g_loss=0.6931 d_loss=0.6932 kd_loss=0.0005
Epoch [02/03] Step [025/100]: acc=0.5000 g_loss=0.6935 d_loss=0.6931 kd_loss=0.0005
Epoch [02/03] Step [026/100]: acc=0.5000 g_loss=0.6938 d_loss=0.6931 kd_loss=0.0005
Epoch [02/03] Step [027/100]: acc=0.5000 g_loss=0.6938 d_loss=0.6934 kd_loss=0.0006
Epoch [02/03] Step [028/100]: acc=0.5000 g_loss=0.6947 d_loss=0.6930 kd_loss=0.0006
Epoch [02/03] Step [029/100]: acc=0.5000 g_loss=0.6943 d_loss=0.6932 kd_loss=0.0009
Epoch [02/03] Step [030/100]: acc=0.5000 g_loss=0.6942 d_loss=0.6933 kd_loss=0.0022
Epoch [02/03] Step [031/100]: acc=0.5000 g_loss=0.6941 d_loss=0.6934 kd_loss=0.0017
Epoch [02/03] Step [032/100]: acc=0.5000 g_loss=0.6936 d_loss=0.6937 kd_loss=0.0038
Epoch [02/03] Step [033/100]: acc=0.5000 g_loss=0.6929 d_loss=0.6938 kd_loss=0.0032
Epoch [02/03] Step [034/100]: acc=0.5000 g_loss=0.6923 d_loss=0.6936 kd_loss=0.0011
Epoch [02/03] Step [035/100]: acc=0.5000 g_loss=0.6922 d_loss=0.6932 kd_loss=0.0012
Epoch [02/03] Step [036/100]: acc=0.5000 g_loss=0.6918 d_loss=0.6933 kd_loss=0.0008
Epoch [02/03] Step [037/100]: acc=0.5000 g_loss=0.6924 d_loss=0.6933 kd_loss=0.0060
Epoch [02/03] Step [038/100]: acc=0.5000 g_loss=0.6913 d_loss=0.6937 kd_loss=0.0003
Epoch [02/03] Step [039/100]: acc=0.5000 g_loss=0.6911 d_loss=0.6931 kd_loss=0.0005
Epoch [02/03] Step [040/100]: acc=0.5000 g_loss=0.6915 d_loss=0.6934 kd_loss=0.0003
Epoch [02/03] Step [041/100]: acc=0.5000 g_loss=0.6919 d_loss=0.6931 kd_loss=0.0006
Epoch [02/03] Step [042/100]: acc=0.5000 g_loss=0.6922 d_loss=0.6933 kd_loss=0.0006
Epoch [02/03] Step [043/100]: acc=0.5000 g_loss=0.6936 d_loss=0.6928 kd_loss=0.0005
Epoch [02/03] Step [044/100]: acc=0.5000 g_loss=0.6928 d_loss=0.6931 kd_loss=0.0003
Epoch [02/03] Step [045/100]: acc=0.5000 g_loss=0.6931 d_loss=0.6933 kd_loss=0.0005
Epoch [02/03] Step [046/100]: acc=0.5000 g_loss=0.6934 d_loss=0.6931 kd_loss=0.0005
Epoch [02/03] Step [047/100]: acc=0.5000 g_loss=0.6944 d_loss=0.6933 kd_loss=0.0003
Epoch [02/03] Step [048/100]: acc=0.5000 g_loss=0.6953 d_loss=0.6933 kd_loss=0.0024
Epoch [02/03] Step [049/100]: acc=0.5000 g_loss=0.6963 d_loss=0.6932 kd_loss=0.0003
Epoch [02/03] Step [050/100]: acc=0.5000 g_loss=0.6965 d_loss=0.6931 kd_loss=0.0006
Epoch [02/03] Step [051/100]: acc=0.5000 g_loss=0.6971 d_loss=0.6932 kd_loss=0.0002
Epoch [02/03] Step [052/100]: acc=0.5000 g_loss=0.6976 d_loss=0.6933 kd_loss=0.0005
Epoch [02/03] Step [053/100]: acc=0.5000 g_loss=0.6979 d_loss=0.6931 kd_loss=0.0004
Epoch [02/03] Step [054/100]: acc=0.5000 g_loss=0.6979 d_loss=0.6933 kd_loss=0.0062
Epoch [02/03] Step [055/100]: acc=0.5000 g_loss=0.6984 d_loss=0.6932 kd_loss=0.0002
Epoch [02/03] Step [056/100]: acc=0.5000 g_loss=0.6988 d_loss=0.6931 kd_loss=0.0003
Epoch [02/03] Step [057/100]: acc=0.5000 g_loss=0.6985 d_loss=0.6931 kd_loss=0.0004
Epoch [02/03] Step [058/100]: acc=0.5000 g_loss=0.6980 d_loss=0.6932 kd_loss=0.0005
Epoch [02/03] Step [059/100]: acc=0.5000 g_loss=0.6977 d_loss=0.6931 kd_loss=0.0003
Epoch [02/03] Step [060/100]: acc=0.5000 g_loss=0.6972 d_loss=0.6931 kd_loss=0.0007
Epoch [02/03] Step [061/100]: acc=0.5000 g_loss=0.6967 d_loss=0.6930 kd_loss=0.0002
Epoch [02/03] Step [062/100]: acc=0.5000 g_loss=0.6957 d_loss=0.6932 kd_loss=0.0003
Epoch [02/03] Step [063/100]: acc=0.5000 g_loss=0.6956 d_loss=0.6932 kd_loss=0.0002
Epoch [02/03] Step [064/100]: acc=0.5000 g_loss=0.6956 d_loss=0.6932 kd_loss=0.0004
Epoch [02/03] Step [065/100]: acc=0.5000 g_loss=0.6958 d_loss=0.6932 kd_loss=0.0005
Epoch [02/03] Step [066/100]: acc=0.5000 g_loss=0.6958 d_loss=0.6932 kd_loss=0.0010
Epoch [02/03] Step [067/100]: acc=0.5000 g_loss=0.6964 d_loss=0.6929 kd_loss=0.0009
Epoch [02/03] Step [068/100]: acc=0.5000 g_loss=0.6957 d_loss=0.6931 kd_loss=0.0003
Epoch [02/03] Step [069/100]: acc=0.5000 g_loss=0.6953 d_loss=0.6932 kd_loss=0.0002
Epoch [02/03] Step [070/100]: acc=0.5000 g_loss=0.6949 d_loss=0.6931 kd_loss=0.0003
Epoch [02/03] Step [071/100]: acc=0.5000 g_loss=0.6944 d_loss=0.6940 kd_loss=0.0075
Epoch [02/03] Step [072/100]: acc=0.5000 g_loss=0.6944 d_loss=0.6932 kd_loss=0.0003
Epoch [02/03] Step [073/100]: acc=0.5000 g_loss=0.6939 d_loss=0.6936 kd_loss=0.0024
Epoch [02/03] Step [074/100]: acc=0.5000 g_loss=0.6939 d_loss=0.6932 kd_loss=0.0004
Epoch [02/03] Step [075/100]: acc=0.5000 g_loss=0.6937 d_loss=0.6932 kd_loss=0.0005
Epoch [02/03] Step [076/100]: acc=0.5000 g_loss=0.6933 d_loss=0.6931 kd_loss=0.0006
Epoch [02/03] Step [077/100]: acc=0.5000 g_loss=0.6932 d_loss=0.6931 kd_loss=0.0018
Epoch [02/03] Step [078/100]: acc=0.5000 g_loss=0.6929 d_loss=0.6937 kd_loss=0.0004
Epoch [02/03] Step [079/100]: acc=0.5000 g_loss=0.6923 d_loss=0.6931 kd_loss=0.0006
Epoch [02/03] Step [080/100]: acc=0.5000 g_loss=0.6922 d_loss=0.6931 kd_loss=0.0008
Epoch [02/03] Step [081/100]: acc=0.5000 g_loss=0.6919 d_loss=0.6933 kd_loss=0.0002
Epoch [02/03] Step [082/100]: acc=0.5000 g_loss=0.6915 d_loss=0.6932 kd_loss=0.0005
Epoch [02/03] Step [083/100]: acc=0.5000 g_loss=0.6912 d_loss=0.6938 kd_loss=0.0015
Epoch [02/03] Step [084/100]: acc=0.5000 g_loss=0.6911 d_loss=0.6933 kd_loss=0.0004
Epoch [02/03] Step [085/100]: acc=0.5000 g_loss=0.6913 d_loss=0.6937 kd_loss=0.0006
Epoch [02/03] Step [086/100]: acc=0.5000 g_loss=0.6912 d_loss=0.6933 kd_loss=0.0008
Epoch [02/03] Step [087/100]: acc=0.5000 g_loss=0.6913 d_loss=0.6933 kd_loss=0.0006
Epoch [02/03] Step [088/100]: acc=0.5000 g_loss=0.6911 d_loss=0.6932 kd_loss=0.0006
Epoch [02/03] Step [089/100]: acc=0.5000 g_loss=0.6911 d_loss=0.6931 kd_loss=0.0002
Epoch [02/03] Step [090/100]: acc=0.5000 g_loss=0.6911 d_loss=0.6931 kd_loss=0.0003
Epoch [02/03] Step [091/100]: acc=0.5000 g_loss=0.6916 d_loss=0.6929 kd_loss=0.0003
Epoch [02/03] Step [092/100]: acc=0.5000 g_loss=0.6917 d_loss=0.6932 kd_loss=0.0005
Epoch [02/03] Step [093/100]: acc=0.5000 g_loss=0.6917 d_loss=0.6935 kd_loss=0.0002
Epoch [02/03] Step [094/100]: acc=0.5000 g_loss=0.6922 d_loss=0.6932 kd_loss=0.0003
Epoch [02/03] Step [095/100]: acc=0.5000 g_loss=0.6929 d_loss=0.6933 kd_loss=0.0003
Epoch [02/03] Step [096/100]: acc=0.5000 g_loss=0.6932 d_loss=0.6932 kd_loss=0.0005
Epoch [02/03] Step [097/100]: acc=0.5000 g_loss=0.6938 d_loss=0.6936 kd_loss=0.0004
Epoch [02/03] Step [098/100]: acc=0.5000 g_loss=0.6938 d_loss=0.6933 kd_loss=0.0044
Epoch [02/03] Step [099/100]: acc=0.5000 g_loss=0.6939 d_loss=0.6939 kd_loss=0.0018
Epoch [02/03] Step [100/100]: acc=0.5000 g_loss=0.6937 d_loss=0.6933 kd_loss=0.0003
Avg Loss = 0.6751, Avg Accuracy = 0.6025
Epoch [03/03] Step [001/100]: acc=0.5000 g_loss=0.6938 d_loss=0.6932 kd_loss=0.0002
Epoch [03/03] Step [002/100]: acc=0.5000 g_loss=0.6937 d_loss=0.6932 kd_loss=0.0007
Epoch [03/03] Step [003/100]: acc=0.5000 g_loss=0.6937 d_loss=0.6938 kd_loss=0.0005
Epoch [03/03] Step [004/100]: acc=0.5000 g_loss=0.6939 d_loss=0.6932 kd_loss=0.0002
Epoch [03/03] Step [005/100]: acc=0.5000 g_loss=0.6945 d_loss=0.6936 kd_loss=0.0009
Epoch [03/03] Step [006/100]: acc=0.5000 g_loss=0.6949 d_loss=0.6935 kd_loss=0.0007
Epoch [03/03] Step [007/100]: acc=0.5000 g_loss=0.6953 d_loss=0.6928 kd_loss=0.0004
Epoch [03/03] Step [008/100]: acc=0.5000 g_loss=0.6950 d_loss=0.6932 kd_loss=0.0006
Epoch [03/03] Step [009/100]: acc=0.5000 g_loss=0.6946 d_loss=0.6933 kd_loss=0.0005
Epoch [03/03] Step [010/100]: acc=0.5000 g_loss=0.6945 d_loss=0.6930 kd_loss=0.0002
Epoch [03/03] Step [011/100]: acc=0.5000 g_loss=0.6942 d_loss=0.6931 kd_loss=0.0005
Epoch [03/03] Step [012/100]: acc=0.5000 g_loss=0.6936 d_loss=0.6929 kd_loss=0.0002
Epoch [03/03] Step [013/100]: acc=0.5000 g_loss=0.6929 d_loss=0.6934 kd_loss=0.0006
Epoch [03/03] Step [014/100]: acc=0.5000 g_loss=0.6926 d_loss=0.6931 kd_loss=0.0003
Epoch [03/03] Step [015/100]: acc=0.5000 g_loss=0.6911 d_loss=0.6932 kd_loss=0.0003
Epoch [03/03] Step [016/100]: acc=0.5000 g_loss=0.6903 d_loss=0.6935 kd_loss=0.0006
Epoch [03/03] Step [017/100]: acc=0.5000 g_loss=0.6906 d_loss=0.6932 kd_loss=0.0036
Epoch [03/03] Step [018/100]: acc=0.5000 g_loss=0.6917 d_loss=0.6934 kd_loss=0.0007
Epoch [03/03] Step [019/100]: acc=0.5000 g_loss=0.6938 d_loss=0.6933 kd_loss=0.0021
Epoch [03/03] Step [020/100]: acc=0.5000 g_loss=0.6959 d_loss=0.6932 kd_loss=0.0002
Epoch [03/03] Step [021/100]: acc=0.5000 g_loss=0.6978 d_loss=0.6931 kd_loss=0.0005
Epoch [03/03] Step [022/100]: acc=0.5000 g_loss=0.6998 d_loss=0.6931 kd_loss=0.0012
Epoch [03/03] Step [023/100]: acc=0.5000 g_loss=0.7003 d_loss=0.6930 kd_loss=0.0010
Epoch [03/03] Step [024/100]: acc=0.5000 g_loss=0.7007 d_loss=0.6930 kd_loss=0.0017
Epoch [03/03] Step [025/100]: acc=0.5000 g_loss=0.7006 d_loss=0.6930 kd_loss=0.0007
Epoch [03/03] Step [026/100]: acc=0.5000 g_loss=0.7007 d_loss=0.6932 kd_loss=0.0003
Epoch [03/03] Step [027/100]: acc=0.5000 g_loss=0.7012 d_loss=0.6931 kd_loss=0.0001
Epoch [03/03] Step [028/100]: acc=0.5000 g_loss=0.7016 d_loss=0.6931 kd_loss=0.0002
Epoch [03/03] Step [029/100]: acc=0.5000 g_loss=0.7019 d_loss=0.6930 kd_loss=0.0002
Epoch [03/03] Step [030/100]: acc=0.5000 g_loss=0.7017 d_loss=0.6931 kd_loss=0.0002
Epoch [03/03] Step [031/100]: acc=0.5000 g_loss=0.7009 d_loss=0.6931 kd_loss=0.0007
Epoch [03/03] Step [032/100]: acc=0.5000 g_loss=0.7005 d_loss=0.6930 kd_loss=0.0006
Epoch [03/03] Step [033/100]: acc=0.5000 g_loss=0.6995 d_loss=0.6932 kd_loss=0.0003
Epoch [03/03] Step [034/100]: acc=0.5000 g_loss=0.6988 d_loss=0.6932 kd_loss=0.0003
Epoch [03/03] Step [035/100]: acc=0.5000 g_loss=0.6980 d_loss=0.6932 kd_loss=0.0056
Epoch [03/03] Step [036/100]: acc=0.5000 g_loss=0.6972 d_loss=0.6933 kd_loss=0.0052
Epoch [03/03] Step [037/100]: acc=0.5000 g_loss=0.6966 d_loss=0.6932 kd_loss=0.0001
Epoch [03/03] Step [038/100]: acc=0.5000 g_loss=0.6961 d_loss=0.6932 kd_loss=0.0006
Epoch [03/03] Step [039/100]: acc=0.5000 g_loss=0.6955 d_loss=0.6932 kd_loss=0.0003
Epoch [03/03] Step [040/100]: acc=0.5000 g_loss=0.6950 d_loss=0.6931 kd_loss=0.0004
Epoch [03/03] Step [041/100]: acc=0.5000 g_loss=0.6944 d_loss=0.6931 kd_loss=0.0005
Epoch [03/03] Step [042/100]: acc=0.5000 g_loss=0.6937 d_loss=0.6931 kd_loss=0.0002
Epoch [03/03] Step [043/100]: acc=0.5000 g_loss=0.6929 d_loss=0.6931 kd_loss=0.0009
Epoch [03/03] Step [044/100]: acc=0.5000 g_loss=0.6924 d_loss=0.6934 kd_loss=0.0042
Epoch [03/03] Step [045/100]: acc=0.5000 g_loss=0.6919 d_loss=0.6932 kd_loss=0.0003
Epoch [03/03] Step [046/100]: acc=0.5000 g_loss=0.6915 d_loss=0.6932 kd_loss=0.0011
Epoch [03/03] Step [047/100]: acc=0.5000 g_loss=0.6912 d_loss=0.6932 kd_loss=0.0002
Epoch [03/03] Step [048/100]: acc=0.5000 g_loss=0.6912 d_loss=0.6932 kd_loss=0.0003
Epoch [03/03] Step [049/100]: acc=0.5000 g_loss=0.6908 d_loss=0.6933 kd_loss=0.0013
Epoch [03/03] Step [050/100]: acc=0.5000 g_loss=0.6907 d_loss=0.6933 kd_loss=0.0007
Epoch [03/03] Step [051/100]: acc=0.5000 g_loss=0.6905 d_loss=0.6932 kd_loss=0.0001
Epoch [03/03] Step [052/100]: acc=0.5000 g_loss=0.6902 d_loss=0.6935 kd_loss=0.0003
Epoch [03/03] Step [053/100]: acc=0.5000 g_loss=0.6904 d_loss=0.6932 kd_loss=0.0006
Epoch [03/03] Step [054/100]: acc=0.5000 g_loss=0.6905 d_loss=0.6932 kd_loss=0.0004
Epoch [03/03] Step [055/100]: acc=0.5000 g_loss=0.6909 d_loss=0.6932 kd_loss=0.0018
Epoch [03/03] Step [056/100]: acc=0.5000 g_loss=0.6911 d_loss=0.6935 kd_loss=0.0002
Epoch [03/03] Step [057/100]: acc=0.5000 g_loss=0.6914 d_loss=0.6931 kd_loss=0.0014
Epoch [03/03] Step [058/100]: acc=0.5000 g_loss=0.6914 d_loss=0.6931 kd_loss=0.0010
Epoch [03/03] Step [059/100]: acc=0.5000 g_loss=0.6918 d_loss=0.6935 kd_loss=0.0018
Epoch [03/03] Step [060/100]: acc=0.5000 g_loss=0.6922 d_loss=0.6929 kd_loss=0.0002
Epoch [03/03] Step [061/100]: acc=0.5000 g_loss=0.6924 d_loss=0.6931 kd_loss=0.0002
Epoch [03/03] Step [062/100]: acc=0.5000 g_loss=0.6924 d_loss=0.6932 kd_loss=0.0006
Epoch [03/03] Step [063/100]: acc=0.5000 g_loss=0.6926 d_loss=0.6933 kd_loss=0.0005
Epoch [03/03] Step [064/100]: acc=0.5000 g_loss=0.6925 d_loss=0.6932 kd_loss=0.0010
Epoch [03/03] Step [065/100]: acc=0.5000 g_loss=0.6924 d_loss=0.6932 kd_loss=0.0003
Epoch [03/03] Step [066/100]: acc=0.5000 g_loss=0.6922 d_loss=0.6933 kd_loss=0.0004
Epoch [03/03] Step [067/100]: acc=0.5000 g_loss=0.6923 d_loss=0.6931 kd_loss=0.0003
Epoch [03/03] Step [068/100]: acc=0.5000 g_loss=0.6922 d_loss=0.6933 kd_loss=0.0002
Epoch [03/03] Step [069/100]: acc=0.5000 g_loss=0.6925 d_loss=0.6932 kd_loss=0.0002
Epoch [03/03] Step [070/100]: acc=0.5000 g_loss=0.6930 d_loss=0.6931 kd_loss=0.0003
Epoch [03/03] Step [071/100]: acc=0.5000 g_loss=0.6931 d_loss=0.6931 kd_loss=0.0006
Epoch [03/03] Step [072/100]: acc=0.5000 g_loss=0.6935 d_loss=0.6930 kd_loss=0.0016
Epoch [03/03] Step [073/100]: acc=0.5000 g_loss=0.6936 d_loss=0.6931 kd_loss=0.0003
Epoch [03/03] Step [074/100]: acc=0.5000 g_loss=0.6938 d_loss=0.6933 kd_loss=0.0004
Epoch [03/03] Step [075/100]: acc=0.5000 g_loss=0.6938 d_loss=0.6934 kd_loss=0.0049
Epoch [03/03] Step [076/100]: acc=0.5000 g_loss=0.6939 d_loss=0.6934 kd_loss=0.0007
Epoch [03/03] Step [077/100]: acc=0.5000 g_loss=0.6937 d_loss=0.6933 kd_loss=0.0005
Epoch [03/03] Step [078/100]: acc=0.5000 g_loss=0.6937 d_loss=0.6932 kd_loss=0.0002
Epoch [03/03] Step [079/100]: acc=0.5000 g_loss=0.6935 d_loss=0.6931 kd_loss=0.0004
Epoch [03/03] Step [080/100]: acc=0.5000 g_loss=0.6935 d_loss=0.6931 kd_loss=0.0003
Epoch [03/03] Step [081/100]: acc=0.5000 g_loss=0.6931 d_loss=0.6931 kd_loss=0.0004
Epoch [03/03] Step [082/100]: acc=0.5000 g_loss=0.6929 d_loss=0.6932 kd_loss=0.0004
Epoch [03/03] Step [083/100]: acc=0.5000 g_loss=0.6926 d_loss=0.6931 kd_loss=0.0005
Epoch [03/03] Step [084/100]: acc=0.5000 g_loss=0.6918 d_loss=0.6931 kd_loss=0.0005
Epoch [03/03] Step [085/100]: acc=0.5000 g_loss=0.6911 d_loss=0.6929 kd_loss=0.0008
Epoch [03/03] Step [086/100]: acc=0.5000 g_loss=0.6901 d_loss=0.6932 kd_loss=0.0005
Epoch [03/03] Step [087/100]: acc=0.5000 g_loss=0.6894 d_loss=0.6929 kd_loss=0.0011
Epoch [03/03] Step [088/100]: acc=0.5000 g_loss=0.6884 d_loss=0.6933 kd_loss=0.0002
Epoch [03/03] Step [089/100]: acc=0.5000 g_loss=0.6872 d_loss=0.6933 kd_loss=0.0005
Epoch [03/03] Step [090/100]: acc=0.5000 g_loss=0.6865 d_loss=0.6935 kd_loss=0.0003
Epoch [03/03] Step [091/100]: acc=0.5000 g_loss=0.6862 d_loss=0.6935 kd_loss=0.0002
Epoch [03/03] Step [092/100]: acc=0.5000 g_loss=0.6859 d_loss=0.6930 kd_loss=0.0009
Epoch [03/03] Step [093/100]: acc=0.5000 g_loss=0.6860 d_loss=0.6937 kd_loss=0.0006
Epoch [03/03] Step [094/100]: acc=0.5000 g_loss=0.6871 d_loss=0.6931 kd_loss=0.0005
Epoch [03/03] Step [095/100]: acc=0.5000 g_loss=0.6872 d_loss=0.6933 kd_loss=0.0008
Epoch [03/03] Step [096/100]: acc=0.5000 g_loss=0.6875 d_loss=0.6934 kd_loss=0.0011
Epoch [03/03] Step [097/100]: acc=0.5000 g_loss=0.6883 d_loss=0.6931 kd_loss=0.0007
Epoch [03/03] Step [098/100]: acc=0.5000 g_loss=0.6892 d_loss=0.6934 kd_loss=0.0016
Epoch [03/03] Step [099/100]: acc=0.5000 g_loss=0.6909 d_loss=0.6929 kd_loss=0.0045
Epoch [03/03] Step [100/100]: acc=0.5000 g_loss=0.6923 d_loss=0.6935 kd_loss=0.0005
Avg Loss = 0.6757, Avg Accuracy = 0.5985
=== Evaluating classifier for encoded target domain ===
>>> source only <<<
Avg Loss = 0.6746, Avg Accuracy = 0.6020
>>> domain adaption <<<
Avg Loss = 0.6757, Avg Accuracy = 0.5985
